"";"spalte";"TextBlock";"TopMargin";"indhold";"år";"samling"
"3797";433;1;"Folketingets forhandlinger. (28) 433 10/10 74: Forespørgsel om beskæftigelsessituationen. 434";"Folketingets forhandlinger. (28) 433 10/10 74: Forespørgsel om beskæftigelsessituationen. 434";"1974";"1"
"3798";433;3;"Folketingets forhandlinger. (28) 433 10/10 74: Forespørgsel om beskæftigelsessituationen. 434";"[Bay.]";"1974";"1"
"3799";433;4;"Folketingets forhandlinger. (28) 433 10/10 74: Forespørgsel om beskæftigelsessituationen. 434";"retninger på biler, indbo osv. og hermed standsning af mange produktioner; ingen er i stand til at standse den snebold, hvis vi først for alvor får den sat i gang.";"1974";"1"
"3800";433;5;"Folketingets forhandlinger. (28) 433 10/10 74: Forespørgsel om beskæftigelsessituationen. 434";"Derfor skal jeg, når jeg nu har siddet og hørt på socialdemokratiets vældige omsorg herfor, ikke glemme at nævne, at man jo netop i august måned fik en opfordring fra fremskridtspartiet til at indkalde folketinget, for at vi 2 måneder før kunne have taget stilling til disse meget alvorlige problemer. Men socialdemokratiet var ikke hjemme, formodentlig fordi man fandt, at vi ikke var fine nok at være i selskab med. Men jeg vil gerne her sige, at vi er her, og vi er kommet for at blive, og des før man finder ud af det, des bedre.";"1974";"1"
"3801";433;6;"Folketingets forhandlinger. (28) 433 10/10 74: Forespørgsel om beskæftigelsessituationen. 434";"Sagen er nemlig den, at det er dette tings tidligere medlemmer, der er skyld i den misere, vi står over for, fordi man igennem en lang årrække er blevet ved og blevet ved at forhøje det offentlige forbrug og dermed i dag har lagt så store omkostninger på erhverv og på arbejdere, der ikke har haft andre muligheder for at få kompensation herfor end krav om lønforhøjelser. Vi er nået dertil, at vi har ødelagt vore erhvervs konkurrencemuligheder over for udlandet, bare fordi vi har lukket øjnene for det golde i mangfoldige af det offentliges funktioner.";"1974";"1"
"3802";433;7;"Folketingets forhandlinger. (28) 433 10/10 74: Forespørgsel om beskæftigelsessituationen. 434";"Hvis man ikke vil se, at vi her har nøglen til hele problemet, så vil katastrofen komme. Derfor står vi her og bebrejder regeringen, at de besparelser på de offentlige budgetter, som fremskridtspartiet gang på gang har krævet, kun blev til et spil om pebernødder, noget, der ikke vil få nogen synderlig virkning og slet ikke på disse store problemer.";"1974";"1"
"3803";433;8;"Folketingets forhandlinger. (28) 433 10/10 74: Forespørgsel om beskæftigelsessituationen. 434";"Jeg skal på mit partis vegne opfordre til, at vi omgående hæver låneloftet for at give erhvervslivet muligheder for større investering, men jeg skal samtidig pege på den udvikling, der vil ske, hvis befolkningen har virkelige skattelettelser i udsigt. Der vil ske 3 ting, og jeg tror, jeg næsten, når det drejer sig om den store brede befolkning, tør love, at de for den første tredjedels vedkommen-";"1974";"1"
"3804";433;9;"Folketingets forhandlinger. (28) 433 10/10 74: Forespørgsel om beskæftigelsessituationen. 434";"de vil bruge rub og stub, det er dels noget, de er vant til, dels har de været så langt nede i økonomisk forbrug, at de simpelt hen har brug for det merforbrug.";"1974";"1"
"3805";433;10;"Folketingets forhandlinger. (28) 433 10/10 74: Forespørgsel om beskæftigelsessituationen. 434";"Hvad vil der ske ved det? Jo, der vil simpelt hen ske det, at der vil blive plads til de mange, der kan trækkes fra den offentlige sektor ud i produktionen, de skal simpelt hen lave det, som folk nu får råd til at købe.";"1974";"1"
"3806";433;11;"Folketingets forhandlinger. (28) 433 10/10 74: Forespørgsel om beskæftigelsessituationen. 434";"Den anden tredjedel vil opleve noget, de måske egentlig ikke har kendt, eller i hvert fald er det længe siden, nemlig at de vil være i stand til at betale deres gæld langt hurtigere end ellers.";"1974";"1"
"3807";433;12;"Folketingets forhandlinger. (28) 433 10/10 74: Forespørgsel om beskæftigelsessituationen. 434";"Endelig den sidste tredjedel vil forbavset opdage, at de nu kan begynde at sætte penge i banken, noget, de heller ikke har kunnet før på grund af det store tryk på skatteområdet.";"1974";"1"
"3808";433;13;"Folketingets forhandlinger. (28) 433 10/10 74: Forespørgsel om beskæftigelsessituationen. 434";"Hvad vil de sidste to tredjedeles aktioner forårsage? Simpelt hen at vore investerings-problemer hermed vil være bedre løst end før. Der vil komme penge i banken, som straks kan udlånes til erhvervslivet, der bliver i stand til at skabe nye arbejdspladser.";"1974";"1"
"3809";433;14;"Folketingets forhandlinger. (28) 433 10/10 74: Forespørgsel om beskæftigelsessituationen. 434";"Men til sidst vil jeg sige det sådan, at hvis katastrofen kommer, den store katastrofe med de mange tusinde, de titusinder og hundredtusinder af arbejdsløse, er vi i fremskridtspartiet parat til at være med til at yde midler ad offentlig vej til vejbyggeri, brobyggeri, kystsikring osv. ud fra den betragtning at langt størsteparten af det, disse ting koster, er arbejdsløn, og det er bedre at give løn end understøttelse, og endelig fordi det er værdier, vi har, når vi engang finder ud af at løse problemerne.";"1974";"1"
"3810";433;15;"Folketingets forhandlinger. (28) 433 10/10 74: Forespørgsel om beskæftigelsessituationen. 434";"Til slut skal jeg advare imod, at man også udvider forbruget til institutionsbyggeri, for man må ikke glemme, at disse institutioner i de fleste tilfælde kræver gold arbejdskraft og ny tapning af de offentlige kasser.";"1974";"1"
"3811";433;16;"Folketingets forhandlinger. (28) 433 10/10 74: Forespørgsel om beskæftigelsessituationen. 434";"Halvgaard (FP):";"1974";"1"
"3812";433;17;"Folketingets forhandlinger. (28) 433 10/10 74: Forespørgsel om beskæftigelsessituationen. 434";"Det er med stor bekymring, vi alle følger udviklingen på arbejdsmarkedet og i erhvervslivet. Daglig hører man om virksom-";"1974";"1"
"3813";435;1;"435 10/10 74: Forespørgsel om beskæftigelsessituationen. 436";"435 10/10 74: Forespørgsel om beskæftigelsessituationen. 436";"1974";"1"
"3814";435;2;"435 10/10 74: Forespørgsel om beskæftigelsessituationen. 436";"[Halvgaard.]";"1974";"1"
"3815";435;3;"435 10/10 74: Forespørgsel om beskæftigelsessituationen. 436";"heder, der må lukke og standse produktionen med stigende arbejdsløshed til følge. Det er en stor ulykke for Danmark, for arbejdskraften er det vigtigste råstof, vi har; derfor er det nødvendigt ikke mindst på baggrund af vores økonomisk alvorlige situation, at vi udnytter denne arbejdskraft på den bedste og mest samfundsnyttige måde.";"1974";"1"
"3816";435;4;"435 10/10 74: Forespørgsel om beskæftigelsessituationen. 436";"Der er vel ingen partier, der mere end fremskridtspartiet har set nødvendigheden af en overflytning af arbejdskraft fra uproduktivt til produktivt arbejde. Derfor ser vi positivt på uddannelse af ikke-faglærte, på omskoling og i det hele taget på de initiativer, der tages for at dygtiggøre vores arbejdskraft.";"1974";"1"
"3817";435;5;"435 10/10 74: Forespørgsel om beskæftigelsessituationen. 436";"Men det er en forudsætning, at denne uddannelse og denne omskoling sker i et samarbejde med erhvervslivet og i overensstemmelse med loven om ikke-faglærtes uddannelse, som et enigt folketing vedtog i 1960.";"1974";"1"
"3818";435;6;"435 10/10 74: Forespørgsel om beskæftigelsessituationen. 436";"I formålsparagraffen til denne lov om ikke-faglærtes uddannelse står der udtrykkelig, at lovens formål er at tilvejebringe faste rammer og økonomisk grundlag for en sådan erhvervsmæssig uddannelse af ikke-faglærte arbejdere, som til enhver tid svarer til den tekniske udvikling og forholdene på arbej dsmarkedet.";"1974";"1"
"3819";435;7;"435 10/10 74: Forespørgsel om beskæftigelsessituationen. 436";"Denne formålsparagraf er efter min vurdering ikke blevet fulgt tilstrækkeligt, idet uddannelsestilbuddene i mange tilfælde ikke har været i overensstemmelse med behovet og forholdene på arbejdsmarkedet og i erhvervslivet. Trods stor ledighed inden for byggesektoren tilbyder specialarbejdersko-lerne stadig i store, dyre annoncer kurser inden for bygge- og anlægsvirksomhed, hvilket jeg mener er direkte i strid med loven. Specialarb ej der skolernes apparatur og lærerkræfter er desværre i vidt omfang rettet mod områder, som hverken nu eller fremover kan forventes at skulle aftage ny arbejdskraft.";"1974";"1"
"3820";435;8;"435 10/10 74: Forespørgsel om beskæftigelsessituationen. 436";"Uddannelsen af ikke-faglærte arbejdere og omskoling må i højere grad være et led i samfundsnyttige opgaver. Der må etableres samarbejde på lokalt plan mellem disse skoler, mellem erhvervslivet og kommunerne. Beskæftigelsesarbejder som rensningsanlæg og kloakering var opgaver, som man nu burde tage op, og som kunne løses i et for-";"1974";"1"
"3821";435;9;"435 10/10 74: Forespørgsel om beskæftigelsessituationen. 436";"nuftigt samarbejde mellem kommunerne og de lokale specialarbejderskoler. Det drejer sig om at få hjulene i sving, få så mange beskæftiget som muligt, selv om det er utraditionelle metoder, man må tage i anvendelse.";"1974";"1"
"3822";435;10;"435 10/10 74: Forespørgsel om beskæftigelsessituationen. 436";"Jeg vil derfor gerne henstille til arbejdsministeren for det første, at der tages initiativ til, at specialarbejderskolernes kursustilbud er i overensstemmelse med formålsparagraffen for loven om ikke-faglærtes uddannelse.";"1974";"1"
"3823";435;11;"435 10/10 74: Forespørgsel om beskæftigelsessituationen. 436";"For det andet, at kursusvirksomheden i højere grad sker i samarbejde med erhvervsliv og kommuner, så uddannelsen indgår som et led i et produktivt arbejde til gavn for samfundet.";"1974";"1"
"3824";435;12;"435 10/10 74: Forespørgsel om beskæftigelsessituationen. 436";"For det tredje og sidste vil jeg gerne komme med et konkret forslag, som jeg beder arbejdsministeren overveje. Det går ud på, at statskassen yder et løntilskud på 50 pet. i en vis periode, f. eks. indtil 1. april 1975, for nyansatte, der går over til et nyt beskæftigelsesområde i en produktionsvirksomhed ' efter at have været registreret som arbejdsløse.";"1974";"1"
"3825";435;13;"435 10/10 74: Forespørgsel om beskæftigelsessituationen. 436";"Fordelen ved en sådan ordning er den, at det kan lønne sig for virksomheder at antage uøvede, når lønudgiften kun er 50 pet. i op-læringsperioden. For staten vil det betyde, at tilskuddet til arbejdsløshedsdagpenge falder i mange tilfælde, således at ordningen alt i alt ikke skulle belaste skatteydermidler, men indebære, at flere kom i beskæftigelse, og at eksportfremmende eller import-konkurrerende produktion bliver iværksat.";"1974";"1"
"3826";435;14;"435 10/10 74: Forespørgsel om beskæftigelsessituationen. 436";"Christophersen (V):";"1974";"1"
"3827";435;15;"435 10/10 74: Forespørgsel om beskæftigelsessituationen. 436";"Jeg synes, der er grund til ved starten på denne debat om ledighed at gøre en enkelt bemærlming om den form, debatten kan få.";"1974";"1"
"3828";435;16;"435 10/10 74: Forespørgsel om beskæftigelsessituationen. 436";"Den kan jo forløbe på to forskellige måder. Den kan blive brugt til en grov og forenklet partipolitisk agitation, hvor ledigheden bliver anvendt som platform for det, jeg vil kalde urealistiske paradeforslag, og hvis det går sådan, vil det blive en af den slags debatter, vi kan undvære; dem har vi allerede haft nogle stykker af, og de har ikke højnet befolkningens respekt for folketingets arbejde. Men den kan. også blive en god lejlighed til sagligt at afdække årsagerne til ledighedsproblemet og til erhvervslivets problemer. Den kan blive en god lejlighed til,";"1974";"1"
"3829";437;1;"437 10/10 74: Forespørgsel om beskæftigelsessituationen. 438";"437 10/10 74: Forespørgsel om beskæftigelsessituationen. 438";"1974";"1"
"3830";437;2;"437 10/10 74: Forespørgsel om beskæftigelsessituationen. 438";"[Christophersen.]";"1974";"1"
"3831";437;3;"437 10/10 74: Forespørgsel om beskæftigelsessituationen. 438";"at partierne i fællesskab prøver at finde frem til løsninger ud over dem, der allerede i et stort antal er sat i gang af regeringen.";"1974";"1"
"3832";437;4;"437 10/10 74: Forespørgsel om beskæftigelsessituationen. 438";"Jeg vil gerne indledningsvis på venstres vegne udtrykke håbet om, at det må blive en debat af den sidste slags, der i dag skal finde sted. Agitation og misbrug af beskæf-tigelsesproblemet har vi allerede fået nok af, nu er tiden inde til, at folketinget ærligt erkender, at situationen ikke klares blot ved flotte armbevægelser eller patentløsninger.";"1974";"1"
"3833";437;5;"437 10/10 74: Forespørgsel om beskæftigelsessituationen. 438";"Jeg vil gerne gøre den bemærkning om det hidtidige forløb af debatten, at det giver mig grund til optimisme i henseende til debattens saglige indhold. Jeg synes, at de indlæg, vi indtil nu har hørt, har været præget netop af den tone og det tonefald, som vi i venstre lægger vægt på kommer til at præge dagens drøftelse.";"1974";"1"
"3834";437;6;"437 10/10 74: Forespørgsel om beskæftigelsessituationen. 438";"Arbejds- og boligministeren og økonomi-og handelsministeren har allerede i deres redegørelser beskæftiget sig meget indgående med årsagerne til vore vanskeligheder. Men jeg synes, der er grund til at fremdrage to hovedfaktorer.";"1974";"1"
"3835";437;7;"437 10/10 74: Forespørgsel om beskæftigelsessituationen. 438";"For det første rammes Danmark i øjeblikket hårdt af de internationale økonomiske forhold. De stigende oliepriser, de stigende råvarepriser koster os omkring 12 mia kr. i udenlandsk valuta på årsbasis. Vi er simpelt hen pisket til at få dette valutatab bragt ud af verden, og vi har ikke megen tid at løbe på. Derfor er det nødvendigt, at der føres en stram økonomisk politik, som dæmper det danske forbrug og i stedet gør det muligt at sætte arbejdskraft og kapital ind på en valutaskabende produktion.";"1974";"1"
"3836";437;8;"437 10/10 74: Forespørgsel om beskæftigelsessituationen. 438";"For det andet rammes Danmark særlig hårdt af disse problemer, fordi der gennem de senere år har været ført en svag og en forkert politik på mange områder her i landet. Vi indhentes altså i en vis forstand i dette efterår af fortidens synder. Vores omkostningsniveau er blevet for højt, og vores byggesektor har været uden fornuftig styring. Det er også årsagen til, at vi i øjeblikket oplever en beklagelig, men uundgåelig nedgang i boligbyggeriet, og det er årsagen til, at vi ikke uden videre kan overføre den arbejdskraft til eksporterhvervene, som bliver ledig, fordi eksporterhvervenes konkurrenceevne ikke er, hvad den burde have været.";"1974";"1"
"3837";437;9;"437 10/10 74: Forespørgsel om beskæftigelsessituationen. 438";"Jeg tror, det er formålsløst at forsøge at";"1974";"1"
"3838";437;10;"437 10/10 74: Forespørgsel om beskæftigelsessituationen. 438";"placere det politiske ansvar for disse synder — i virkeligheden går det jo meget langt tilbage i tiden — men det er nødvendigt, at vi alle sammen erkender, at det er her, årsagen til vanskelighederne først og fremmest må søges.";"1974";"1"
"3839";437;11;"437 10/10 74: Forespørgsel om beskæftigelsessituationen. 438";"Når det drejer sig om vor internationale konkurrenceevne, får vi et klart indtryk af situationen ved netop, som arbejdsministeren gjorde det, at studere udviklingen i det danske lønniveau og udviklingen i andre lande. Fra 1970 til 1974 steg industriens gennemsnitslønninger her i landet med 73 pet., og ser vi så på en række af de lande, som vi ligger i skarp konkurrence med: Norge, Sverige, Vesttyskland, England, Frankrig, for blot at nævne nogle af de største, kan vi se, at i alle disse lande ligger stigningen i lønniveauet på halvdelen eller på to tredjedele af det, vi har været vant til her i landet. De tal siger mere end mange ord, hvad sagen drejer sig om: vi producerer for dyrt, og nu er verdensmarkedet begyndt at interessere sig for varernes pris. Derfor sælger vi for lidt, og derfor er industriens muligheder for at aftage arbejdskraft ikke så gode, som de kunne have været, hvis vi alle sammen i tide havde udvist større tilbageholdenhed.";"1974";"1"
"3840";437;12;"437 10/10 74: Forespørgsel om beskæftigelsessituationen. 438";"I byggesektoren har man til gengæld produceret alt for meget i de sidste 3 år. Halvandet års langtrukne boligforhandlinger fra januar 1972 til juni 1973 skabte på boligmarkedet og dermed i byggesektoren en næsten panikagtig situation. Af frygt for allehånde indgreb, af frygt for at miste retten til momsrefusion, til rentefradrag og til andre former for støtte, og af frygt for andre og mere uspecificerede former for indgreb blev der i løbet af 1972 og 1973 iværksat et boligbyggeri, der i dag er årsagen til, at der rundt omkring i landet står mellem 5.000 og 10.000 usolgte parcelhuse og over 4.000 uudlejede lejligheder. Denne helt ukontrollerede udvikling er også årsag til, at vi i dag har en så høj obligationsrente, som vi har, en obligationsrente, der simpelt hen afholder folk fra at starte et boligbyggeri.";"1974";"1"
"3841";437;13;"437 10/10 74: Forespørgsel om beskæftigelsessituationen. 438";"Det var hele denne politik eller rettere sagt mangel på politik, der slog byggeriets I rytme i stykker. Det var den mangel på politik, der trak titusinder af mennesker væk fra industrien og over i byggesektoren, og det er den politik, som i dag er årsagen til, at den samme arbejdskraft nu står uden be-";"1974";"1"
"3842";439;1;"439 10/10 74: Forespørgsel om beskæftigelsessituationen. 440";"439 10/10 74: Forespørgsel om beskæftigelsessituationen. 440";"1974";"1"
"3843";439;2;"439 10/10 74: Forespørgsel om beskæftigelsessituationen. 440";"[Christophersen.]";"1974";"1"
"3844";439;3;"439 10/10 74: Forespørgsel om beskæftigelsessituationen. 440";"skæftigelse, fordi det nødvendigvis måtte være en meget kortvarig periode, vi kunne have en sådan eksplosiv byggeudvikling i.";"1974";"1"
"3845";439;4;"439 10/10 74: Forespørgsel om beskæftigelsessituationen. 440";"Der er ikke tvivl om, at vi alle sammen tog for let på disse ting, da de tog deres begyndelse. Umiddelbart set er det naturligvis glædeligt, at boligbyggeriet vokser vældig meget. Umiddelbart set er det naturligvis glædeligt, at indkomsterne stiger, og derfor er man også umiddelbart tilbøjelig til kun at se på de lyse sider og at undervurdere langtidskonsekvenserne. Men i dag må vi prøve at se disse kendsgerninger i øjnene; der blev simpelt hen sat for mange muligheder over styr i de gode år. Hvad det nu gælder om, er at komme ud af de vanskeligheder, vi har skabt for os selv her i landet ved forsømmelighed gennem årene.";"1974";"1"
"3846";439;5;"439 10/10 74: Forespørgsel om beskæftigelsessituationen. 440";"Der er nogle, som har forsøgt at sprede den opfattelse, at regeringen og venstre overhovedet ikke har interesseret sig for ledighedsproblemet. Man kan dårligt tage mere fejl, end der her er tale om. Fra sin første dag har regeringen og venstre som regeringsparti understreget den alvorlige risiko, beskæftigelsen var bragt i netop på grund af den farlige blanding af internationale og hjemlige problemer.";"1974";"1"
"3847";439;6;"439 10/10 74: Forespørgsel om beskæftigelsessituationen. 440";"Det første initiativ blev derfor også taget allerede i januar måned, da regeringen som bekendt foreslog, at man neutraliserede 3 dyrtidsportioner. Hvis det forslag var blevet gennemført, havde vi i dag haft en langt stærkere konkurrencemæssig position på eksportmarkederne. I stedet endte forligs-forhandlingerne i februar som bekendt med vedtagelsen af den omkostningsdæmpende ydelse. Den havde ikke samme gennemslagskraft, men der er overhovedet ingen tvivl om, at også den foranstaltning har haft en gunstig indflydelse på dansk erhvervslivs afsætningsmuligheder i udlandet, at den derfor året igennem har givet erhvervslivet en nødvendig og meget værdifuld støtte, og at den derfor også har været en beskæftigelsesfremmende foranstaltning.";"1974";"1"
"3848";439;7;"439 10/10 74: Forespørgsel om beskæftigelsessituationen. 440";"I juni måned traf de seks partier bag boligforliget aftale om en række foranstaltninger, der skulle styrke beskæftigelsen i byggesektoren. Den 20. august, så snart der forelå de første pålidelige opgørelser af beskæftigelsessituationen efter industriferien, gennemførte regeringen som bekendt sit 15";"1974";"1"
"3849";439;8;"439 10/10 74: Forespørgsel om beskæftigelsessituationen. 440";"punkts program for indsats mod ledigheden. Den 17. september aftalte de seks partier bag skatte- og spareforliget en række yderligere initiativer til gavn for beskæftigelsen og erhvervslivet.";"1974";"1"
"3850";439;9;"439 10/10 74: Forespørgsel om beskæftigelsessituationen. 440";"Regeringen og en lang række partier har således i løbet af få måneder taget over en snes forskellige initiativer. Låneloftet er blevet løftet. Der er sat kommunale og amtskommunale anlægs- og byggearbejder i gang, der er afsat midler til beskæftigelsesarbejder, byggerestriktionerne er ophævet, be-låningsreglerne for nybyggeri er blevet forbedret, eksportkreditordningen er, som flere har været inde på her i dag, blevet markant forbedret, der er afsat flere midler til omskoling, den nye finansieringsordning for almennyttigt byggeri søges nu startet allerede 1. januar, der er åbnet mulighed for, at flere hundrede millioner kroner kan investeres i moderniserings- og forbedrings-arbejder i den ældre boligmasse, kommunernes investeringsrammer er blevet udvidet med 200 mill. kr., og mange andre lignende initiativer er blevet taget; dertil kommer så, at fra 1. januar 1975 finder der i kraft af skattelettelsen en finanspolitisk lempelse sted, som også vil have en stimulerende indflydelse på forbrug og produktion.";"1974";"1"
"3851";439;10;"439 10/10 74: Forespørgsel om beskæftigelsessituationen. 440";"De, som vil påstå, at denne regering ikke har interesseret sig for beskæftigelsen, og at den ikke har foretaget sig noget konkret, taler derfor uden at have sat sig ind i eller uden at have villet sætte sig grundigt ind i tingene.";"1974";"1"
"3852";439;11;"439 10/10 74: Forespørgsel om beskæftigelsessituationen. 440";"Men det fundamentale problem er naturligvis vores høje omkostningsniveau, og på det punkt skal jeg erkende at vi stadig står med et uløst problem. Men det er til gengæld ikke et problem, som folketinget alene kan klare, her er det nødvendigt at der finder et samarbejde sted mellem regering, folketing, arbejdsmarked og erhvervsliv, og at hver af disse parter erkender deres særlige ansvar dér, hvor de har en hovedindflydelse på tingene.";"1974";"1"
"3853";439;12;"439 10/10 74: Forespørgsel om beskæftigelsessituationen. 440";"Men alligevel har vi jo taget et vigtigt politisk skridt med gennemførelsen af skattereformen. Jeg er ikke i tvivl om, at den vil få en positiv indflydelse på de forestående overenskomstforhandlinger. Jeg er heller ikke i tvivl om, at de meget betydelige skattelettelser vil vise sig at være en reel håndsrækning især til de mange mindre";"1974";"1"
"3854";441;1;"441 10/10 74: Forespørgsel om beskæftigelsessituationen. 442";"441 10/10 74: Forespørgsel om beskæftigelsessituationen. 442";"1974";"1"
"3855";441;2;"441 10/10 74: Forespørgsel om beskæftigelsessituationen. 442";"[Christophersen,]";"1974";"1"
"3856";441;3;"441 10/10 74: Forespørgsel om beskæftigelsessituationen. 442";"virksomheder; for dem vil jo også den lempeligere beskatning af medhjælpende ægtefæller være en tiltrængt støtte.";"1974";"1"
"3857";441;4;"441 10/10 74: Forespørgsel om beskæftigelsessituationen. 442";"På tilsvarende måde vil der gennem en fortsat fast økonomisk politik kunne fremkaldes yderligere rentefald; vi har jo allerede nu oplevet det glædelige, som boligministeren nævnte i sin redegørelse, at obligationsrenten siden juli er gået ned med 2 pet., og hvis denne proces fortsætter langsomt og roligt vinteren igennem, vil vi også her kunne yde et bidrag til at stabilisere omkostningerne.";"1974";"1"
"3858";441;5;"441 10/10 74: Forespørgsel om beskæftigelsessituationen. 442";"Med de bemærkninger, jeg har gjort indtil nu, ønsker jeg imidlertid ikke at skabe det indtryk, at der nu er gjort alt, hvad der kan og bør gøres. Selv om regeringens mange initiativer naturligvis vil få en betydelig indflydelse på beskæftigelsessituationen, og selv om skattereformen og kreditpolitikken kan hjælpe med til at stabilisere omkostningerne, så er venstre åben over for drøftelser af, hvilke yderligere foranstaltninger der kan gennemføres.";"1974";"1"
"3859";441;6;"441 10/10 74: Forespørgsel om beskæftigelsessituationen. 442";"Den åbenhed fremgår jo også af statsministerens og af de to øvrige ministres redegørelser. Vi er i venstre parat til, at man i de kommende måneder stadig tilpasser den beskæftigelsesfremmende politik, og mange af de initiativer, regeringen og en række partier har taget, er jo netop udformet på en sådan måde, at de kan videreudvikles, hvis det er nødvendigt; det gælder f. eks. kommunernes adgang til at iværksætte bygge- og anlægsarbejder, det gælder forhøjelse af udlånsloftet, for blot at nævne nogle af de mest markante eksempler.";"1974";"1"
"3860";441;7;"441 10/10 74: Forespørgsel om beskæftigelsessituationen. 442";"Vi er også åbne over for forhandling om, hvordan man yderligere skal stimulere erhvervslivets interesse og muligheder for investeringer, og vi forudsætter, at ligesom regeringen til stadighed vil følge situationen, bør også folketingets erhvervsudvalg, arbejdsmarkedsudvalg og politisk-økonomisk udvalg følge situationen og drøfte de konkrete muligheder. Vi finder det på den anden side også rimeligt, at man nu realistisk venter og ser, hvordan regeringens initiativer virker på de forskellige områder, og at man ikke bagatelliserer den indsats, der allerede er gjort.";"1974";"1"
"3861";441;8;"441 10/10 74: Forespørgsel om beskæftigelsessituationen. 442";"Derimod må venstre afvise, at folketinget nu kaster sig ud i helt uoverskuelige projek-";"1974";"1"
"3862";441;9;"441 10/10 74: Forespørgsel om beskæftigelsessituationen. 442";"ter, der belaster de offentlige budgetter med mange hundrede millioner kroner uden at have andet end en yderst usikker og kortvarig virkning til følge. Kunstige forøgelser af nybyggeriet, oppustning af de statslige byggebudgetter og lignende forholdsregler vil ikke føre til andet, end at vi om et halvt eller et helt år kommer til at stå i en dårligere situation end nu med usolgte og uudlejede boliger i massevis og med stærkt stigende offentlige udgifter til personalelønninger og andre driftsudgifter.";"1974";"1"
"3863";441;10;"441 10/10 74: Forespørgsel om beskæftigelsessituationen. 442";"Den politik, der er brug for, må tage sigte på at styrke erhvervslivets muligheder, og den må tage sigte på at tilvejebringe valuta-skabende arbejdspladser til dem, der ikke længere kan finde beskæftigelse i byggesektoren og inden for den offentlige sektor.";"1974";"1"
"3864";441;11;"441 10/10 74: Forespørgsel om beskæftigelsessituationen. 442";"Vi må også fra venstres side afvise, at folketinget nu begynder at føre en politik, der ødelægger den begyndelse til en økonomisk sanering, der er gjort gennem de sidste ti måneder. Danmark befinder sig stadig i en yderst alvorlig økonomisk situation. Vi kan ikke tåle, at handelsunderskuddet igen begynder at vokse. Vi kan heller ikke tåle nye voldsomme stigninger i det private og det offentlige forbrug. En politik, der fører os tilbage til tidligere tiders slendrian i disse former, er værre end alt andet. Den vil i løbet af kort tid føre os ind på en katastrofal kurs og derefter anbringe os i en situation, hvor vi påtvinges en økonomisk politik, der vil føre til langt større arbejdsløshedsproblemer end dem, vi har i øjeblikket.";"1974";"1"
"3865";441;12;"441 10/10 74: Forespørgsel om beskæftigelsessituationen. 442";"Folketingets partier må derfor nu søge at nå til enighed om den nødvendige balancegang, hvor vi ikke anspænder vore muligheder mere, end de kan tåle, men hvor vi til gengæld, naturligvis inden for disse rammer, gør enhver tænkelig indsats for at bedre beskæftigelsen og erhvervslivets vilkår.";"1974";"1"
"3866";441;13;"441 10/10 74: Forespørgsel om beskæftigelsessituationen. 442";"Denne balancegang har venstre aldrig lagt skjul på måtte blive uhyre vanskelig, men nu må man prøve at se den sandhed i øjnene, at sådan er opgaven, og det må man også prøve at se i øjnene i de partier, som kunne føle sig fristet til at slå politisk mønt af det alvorlige menneskelige problem, der hedder arbejdsløshed.";"1974";"1"
"3867";441;14;"441 10/10 74: Forespørgsel om beskæftigelsessituationen. 442";"Dahlgaard (RV):";"1974";"1"
"3868";441;15;"441 10/10 74: Forespørgsel om beskæftigelsessituationen. 442";"Jeg skal indledningsvis pege på to af de fundamentale forhold, som vil præge den";"1974";"1"
"3869";443;1;"443 10/10 74: Forespørgsel om beskæftigelsessituationen. 444";"443 10/10 74: Forespørgsel om beskæftigelsessituationen. 444";"1974";"1"
"3870";443;2;"443 10/10 74: Forespørgsel om beskæftigelsessituationen. 444";"[Dahlgaard.]";"1974";"1"
"3871";443;3;"443 10/10 74: Forespørgsel om beskæftigelsessituationen. 444";"økonomiske udvikling i det kommende år, og som vi ikke kan sætte os ud over; økono-mi- og handelsministeren har allerede været inde på. dem.";"1974";"1"
"3872";443;4;"443 10/10 74: Forespørgsel om beskæftigelsessituationen. 444";"For det første: bytteforholdet mellem danske og udenlandske varer er forringet med 16 pet. siden samme tidspunkt i fjor. Det er i samfundsøkonomisk forstand ensbetydende med en produktivitetsforringelse på henved 5 pet. Det er et forhold, der selvfølgelig lægger et umådeligt pres over hele den økonomiske situation.";"1974";"1"
"3873";443;5;"443 10/10 74: Forespørgsel om beskæftigelsessituationen. 444";"For det andet: vi kan ikke planlægge efter, at der vil være mulighed for i det kommende år at gældsætte os til udlandet i samme omfang som i år.";"1974";"1"
"3874";443;6;"443 10/10 74: Forespørgsel om beskæftigelsessituationen. 444";"Disse to forhold betyder, at hvad enten vi piber eller synger, må vi regne med nogen nedgang i befolkningens realindtægter i den kommende tid og i hvert fald ikke med nogen stigning. Vi kan prøve ved en bevidst politik at tilpasse os denne situation; det vil være det fornuftigste. Vi kan også lade fem og syv være lige; i så fald vil tilpasningen til en forringet levefod ske i kraft af en økonomisk proces, der skaber eller måske rettere uddyber arbejdsløsheden og forstærker inflationen. Derved vil visse befolkningsgrupper blive ramt særlig hårdt og særlig uretfærdigt af vore fælles vanskeligheder.";"1974";"1"
