"";"spalte";"TextBlock";"TopMargin";"indhold";"år";"samling"
"1";1;1;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"1974";"1"
"2";1;3;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"1. møde.";"1974";"1"
"3";1;4;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"Tirsdag den 1. oktober 1974 kl. 12.";"1974";"1"
"4";1;5;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"Aldersformanden (Jens Foged):";"1974";"1"
"5";1;6;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"I henhold til grundloven er folketinget i dag trådt sammen til sit første møde i det nye folketingsår.";"1974";"1"
"6";1;7;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"Som det medlem, der længst har haft sæde i tinget, påhviler det mig at lede valget af tingets præsidium og tingsekretærer.";"1974";"1"
"7";1;8;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"Til disse valg er anmeldt følgende valggrupper: én gruppe på 126 medlemmer, bestående af socialdemokratiet, venstre, det radikale venstre, det konservative folkeparti, centrum-demokraterne og kristeligt folkeparti, og én gruppe på 28 medlemmer, freniskridtspartiet og de uafhængige.";"1974";"1"
"8";1;9;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"I henhold til gruppernes indstilling er til formand valgt Skytte (RV), til første næstformand Grete Hækkerup (S), til anden næstformand Erlendsson (FP), til tredje næstformand Karlskov Jensen (V) og til fjerde næstformand H. C. Toft (KF).";"1974";"1"
"9";1;10;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"Til tingsekretærer er i henhold til gruppernes indstilling valgt følgende medlemmer: Søren B. Jørgensen (S), K. J. Mortensen (S), Brøndsted (V), Hans Toft (KF), Elmholt (RV) og Glensgård (FP).";"1974";"1"
"10";1;11;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"Tinget er hermed sat.";"1974";"1"
"11";1;12;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"Jeg beder den højtærede formand om at overtage formandspladsen.";"1974";"1"
"12";1;13;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"Formanden:";"1974";"1"
"13";1;14;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";". Jeg takker for den tillid, som tinget har vist mig ved at genvælge mig til at lede arbejdet. Jeg skal bestræbe mig på efter bedste evne at opfylde de pligter, der påhviler mig som tingets formand.";"1974";"1"
"14";1;15;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"Først har jeg den glæde på tingets vegne at udtale et hjerteligt velkommen til Hendes Majestæt Dronning Margrethe, til Hans kongelige Højhed Prins Henrik og til Hendes";"1974";"1"
"15";1;16;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"Majestæt Dronning Ingrid samt til repræsentanter for højesteret, der som folketingets gæster overværer tingets første møde i det nye folketingsår. Hjertelig velkommen.";"1974";"1"
"16";1;17;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"Jeg giver herefter ordet til statsministeren, for at han kan give den i grundlovens § 38 omhandlede redegørelse for rigets almindelige stilling og de af regeringen påtænkte foranstaltninger.";"1974";"1"
"17";1;18;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"Statsministeren (Poul Hartling):";"1974";"1"
"18";1;19;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"Folketinget indleder i dag et nyt folketingsår. Det sker på et tidspunkt, hvor det danske folk vågent og kritisk følger det arbejde, som udrettes i regering og folketing, og mange stiller det spørgsmål, om vore arbejdsformer er hensigtsmæssige i betragtning af de vanskelige opgaver, vi stilles over for.";"1974";"1"
"19";1;20;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"Mine første ord ved denne lejlighed skal være et tilsagn fra regeringen om at ville formidle et samarbejde både med alle ansvarsbevidste partier i denne sal og med de organisationer, der har så stor betydning og dermed også så stort et ansvar i det moderne samfundsliv.";"1974";"1"
"20";1;21;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"Den vigtigste arbejdsopgave for regeringen og folketinget er at genskabe stabilitet og ligevægt i dansk økonomi. Det er regeringens opfattelse, at der i den forløbne del af 1974 er lagt et godt grundlag at arbejde videre på. Det gælder ikke mindst den nedsættelse af indkomstbeskatningen til staten. som netop er blevet gennemført, og den ud-giftsreform, som er knyttet dertil.";"1974";"1"
"21";1;22;"Folketingets forhandlinger. (1) l 1j10 74: Folketingets åbning. 2";"Men vi står fortsat over for store opgaver, som kræver en ansvarsbevidst indsats af regering og folketing, af erhvervslivet og af arbejdsmarkedets organisationer. Først og fremmest skal vi gøre en alvorlig indsats for";"1974";"1"
"22";3;1;"3 1/10 74: Folketingets åbning. 4";"3 1/10 74: Folketingets åbning. 4";"1974";"1"
"23";3;2;"3 1/10 74: Folketingets åbning. 4";"[Statsministeren.]";"1974";"1"
"24";3;3;"3 1/10 74: Folketingets åbning. 4";"at fremme beskæftigelsen, og det skal ske på en sådan måde, at vi samtidig opnår en bedre ligevægt på betalingsbalancen. Derfor må vi samarbejde om at hindre en ny voldsom stigning i omkostninger og priser.";"1974";"1"
"25";3;4;"3 1/10 74: Folketingets åbning. 4";"Stigningen i priserne på olie og andre importerede råvarer har belært os om, hvor afhængige vi er af den politiske og økonomiske udvikling i verden omkring os. Det opbrud, der er sket i det hidtil kendte mønster i den internationale økonomi, stiller også os over for meget alvorlige udfordringer.";"1974";"1"
"26";3;5;"3 1/10 74: Folketingets åbning. 4";"Internationalt samarbejde vil derfor være nødvendigt i endnu videre udstrækning end hidtil. Det vil være nødvendigt at finde frem til en ny forståelse og et nyt mønster for samarbejde mellem industrilandene og den øvrige verden. De første skridt hertil er taget.";"1974";"1"
"27";3;6;"3 1/10 74: Folketingets åbning. 4";"Når vi skal tage stilling til de internationale problemer og deltage i løsningen af dem, sker det ud fra den opfattelse, at den vestlige alliance vedblivende er grundlaget for de frie samfunds eksistens. Det sker, idet vi stiller os spørgsmålet om, hvilken rolle Europa må indtage i denne sammenhæng, og hvilken rolle Danmark som europæisk og nordisk nation har at udfylde.";"1974";"1"
"28";3;7;"3 1/10 74: Folketingets åbning. 4";"Samarbejdet i Det europæiske Fællesskab er, som alle ved, præget af alvorlige problemer. Når mange nationale interesser brydes, kan det ikke undre, at de fælles løsninger på en række komplicerede områder ikke er lette at opnå. Alligevel er landene fast besluttet på at stå sammen.";"1974";"1"
"29";3;8;"3 1/10 74: Folketingets åbning. 4";"Medlemskabet af EF danner grundlaget for meget væsentlige dele af vor udenrigspolitik og vor økonomiske politik. Danmark vil aldrig kunne isolere sig fra de problemer, som trænger sig på for Europa som helhed. Næsten alle vigtige spørgsmål må vi se i europæisk perspektiv, og det står fast, at dansk medlemskab af EF har givet Danmark store politiske og økonomiske fordele.";"1974";"1"
"30";3;9;"3 1/10 74: Folketingets åbning. 4";"Danmark hører naturligt og nødvendigt hjemme i dette fællesskab.";"1974";"1"
"31";3;10;"3 1/10 74: Folketingets åbning. 4";"Regeringen vil fortsat lægge stor vægt på, at det nære samarbejde imellem de nordiske lande fastholdes og udvides.";"1974";"1"
"32";3;11;"3 1/10 74: Folketingets åbning. 4";"Vor tiltro til nødvendigheden af det internationale samarbejde i organisationer som FN og NATO er usvækket. Det samme gælder Danmarks deltagelse i de vigtige drøftelser i Geneve og Wien og andetsteds om fremme af afspænding, nedrustning og samarbejde mellem Øst og Vest.";"1974";"1"
"33";3;12;"3 1/10 74: Folketingets åbning. 4";"Samarbejde og forsvarsfællesskab med andre lande er en af forudsætningerne for Danmarks sikkerhed og selvstændighed. En lige så vigtig forudsætning er naturligvis, at vi er villige til selv af yde vor del. Det gælder også i forsvarssamarbejdet, at vil man være selvstændig, kan man ikke lade andre bære byrderne for sig.";"1974";"1"
"34";3;13;"3 1/10 74: Folketingets åbning. 4";"De økonomiske problemer har i de senere år antaget en stadig alvorligere karakter.";"1974";"1"
"35";3;14;"3 1/10 74: Folketingets åbning. 4";"Det er ikke noget, Danmark er alene om.";"1974";"1"
"36";3;15;"3 1/10 74: Folketingets åbning. 4";"Alle de industrialiserede lande i Vesteuropa mærker disse problemer. Deres økonomi rystes ved de voldsomme stigninger i oliepriserne og i priserne på andre råvarer. Derved er bytteforholdet blevet mærkbart forringet, og det belaster naturligvis landenes betalingsbalance over for den øvrige del af verden. Prisstigningerne på brændsel og råvarer har forstærket inflationen i de vesteuropæiske lande, samtidig med at udviklingen har fremkaldt vigende produktion og beskæftigelse.";"1974";"1"
"37";3;16;"3 1/10 74: Folketingets åbning. 4";"De vesteuropæiske lande er ikke fattige samfund. Men landene må se i øjnene, at deres handelsvilkår er blevet forringet. De må indrette sig på, at levestandarden ikke kan stige med samme tempo som før. Det, det gælder om, er at gennemføre omstillingen på en måde, så det ikke går ud over de fundamentale krav til social tryghed og tryghed i beskæftigelsen.";"1974";"1"
"38";5;1;"5 11,0 74: Folketingets åbning. 6";"5 11,0 74: Folketingets åbning. 6";"1974";"1"
"39";5;2;"5 11,0 74: Folketingets åbning. 6";"[Statsministeren.]";"1974";"1"
"40";5;3;"5 11,0 74: Folketingets åbning. 6";"For Danmarks vedkommende har den internationale udvikling imidlertid betydet en specielt vanskelig situation. Danmarks betalingsbalance var i forvej en svag og havde været det i en årrække. Vi stod i forvejen med en meget betydelig udenlandsk gæld, som er oparbejdet gennem år, og som for hvert år bliver mere tyngende.";"1974";"1"
"41";5;4;"5 11,0 74: Folketingets åbning. 6";"Det må i denne forbindelse understreges, at det danske medlemskab af EF i betydelig grad bidrager til at gøre det muligt for os at løse problemerne. De fordele, EF-med-lemskabet giver os under de nuværende vanskelige forhold, er dels en vis stabilisering af landbrugets afsætningsvilkår med adgang til et stort marked, dels de muligheder, som den frie adgang til det europæiske marked åbner for industrien. Hertil kommer virkningerne af det snævre valutariske samarbejde, som vi fra dansk side må tillægge den største værdi. Dette valutasamarbejde har medført, at udefra kommende inflations-påvirkninger er blevet mindre, end de ellers ville have været. Samtidig har det bidraget til en stabilisering af de internationale valutaforhold i en meget usikker periode i verdensøkonomien. Den lettelse af den danske valutasituation, som dette samarbejde har medført, er af væsentlig betydning for os.";"1974";"1"
"42";5;5;"5 11,0 74: Folketingets åbning. 6";"De fordele, som EF-medlemskabet giver, fjerner dog ikke den kendsgerning, at de problemer, man står over for under den igangværende tilpasningsperiode, er meget store.";"1974";"1"
"43";5;6;"5 11,0 74: Folketingets åbning. 6";"Opgaven for os er nu den vanskelige på én gang at sikre en forsvarlig udvikling af betalingsbalancen og samtidig opretholde produktion og beskæftigelse.";"1974";"1"
"44";5;7;"5 11,0 74: Folketingets åbning. 6";"Opgaven er ikke umulig. Forudsætningen er først, at man erkender den. Dernæst, at alle de parter, der har indflydelse på udviklingen, forstår deres ansvar. Jeg tænker både på regering og folketing og på erhvervene og arbejdsmarkedets parter.";"1974";"1"
"45";5;8;"5 11,0 74: Folketingets åbning. 6";"Problemernes art kan vi næppe være me-";"1974";"1"
"46";5;9;"5 11,0 74: Folketingets åbning. 6";"get uenige om. Vi har også i store linjer en fælles opfattelse af, hvilken politik det vil være nødvendigt at føre. Regeringen vil betragte det som sin vigtigste opgave at formidle et samarbejde, der kan føre til, at denne fælles grundopfattelse af situationen kan omsættes i praktisk politik.";"1974";"1"
"47";5;10;"5 11,0 74: Folketingets åbning. 6";"Til belysning af problemerne kan man f. eks. måle bytteforholdet, det vil sige forholdet mellem priserne for Danmarks import og eksport. Sammenligner vi andet kvartal 1974 med samme kvartal i fjor, må vi notere en forringelse af bytteforholdet på 15 pet. Det svarer til et samfundsmæssigt tab på ca. 12 mia kr. på et års udenrigshandel.";"1974";"1"
"48";5;11;"5 11,0 74: Folketingets åbning. 6";"En så kraftig bytteforholdsforringelse skal vi helt tilbage til Koreakrigens tid for at finde magen til. Det er uundgåeligt, at et så forringet bytteforhold må omsætte sig i en forøgelse af underskuddet på betalingsbalancen. Det er simpelt hen ikke muligt på et enkelt år at gennemføre så kraftige omstillinger, som ville være nødvendige, såfremt vi skulle fjerne virkningerne af denne forringelse. Derfor må vi regne med, at vi i år kommer op på et underskud på betalingsbalancen på godt 7 mia kr. Det er dog værd at understrege, at selv et underskud af denne størrelsesorden er udtryk for, at det er lykkedes at indhente en del af bytteforholdsfor-ringelsen. Det tager tid, men tendensen er rigtig.";"1974";"1"
"49";5;12;"5 11,0 74: Folketingets åbning. 6";"Det er nu af afgørende betydning, at vi ikke i vor økonomiske politik gennemfører foranstaltninger, som modvirker denne tendens. Vi må tværtimod tilpasse den økonomiske politik, sådan at vi i den kommende tid fortsat forbedrer balancen i vor omsætning med udlandet.";"1974";"1"
"50";5;13;"5 11,0 74: Folketingets åbning. 6";"Det har heller ikke kunnet undgås, at den kraftige forringelse af bytteforholdet har lagt en dæmper på den indenlandske efterspørgsel og dermed bidraget til at fremkalde en stigning i ledigheden. De højere import-";"1974";"1"
"51";7;1;"7 1/10 74: Folketingets åbning. 8";"7 1/10 74: Folketingets åbning. 8";"1974";"1"
"52";7;2;"7 1/10 74: Folketingets åbning. 8";"[Statsministeren.]";"1974";"1"
"53";7;3;"7 1/10 74: Folketingets åbning. 8";"priser har virket på samme måde som en beskatning — blot med den forskel, at provenuet i dette tilfælde går til udlandet.";"1974";"1"
"54";7;4;"7 1/10 74: Folketingets åbning. 8";"Samtidig med at denne afdæmpende tendens har gjort sig gældende, har beskæftigelsessituationen været påvirket af afviklingen af de senere års kraftige byggepukkel.";"1974";"1"
"55";7;5;"7 1/10 74: Folketingets åbning. 8";"Disse to ting i forening med Danmarks høje løn- og prisniveau har medført en tydelig vækst i arbejdsløsheden.";"1974";"1"
"56";7;6;"7 1/10 74: Folketingets åbning. 8";"Regeringen ser med megen alvor på denne stigning i ledigheden. Derfor er der i de seneste måneder truffet en række forholdsregler for at bekæmpe den akutte ledighed, og yderligere foranstaltninger vil blive gennemført i de nærmeste uger.";"1974";"1"
"57";7;7;"7 1/10 74: Folketingets åbning. 8";"I juni måned blev der givet ejere adgang til at få bindingsbeløb fra oktober kvartal 1974 og januar kvartal 1975 i Grundejernes Investeringsfond frigivet til modernisering og vedligeholdelse af deres udlejningsejendomme. Det gælder også udførelse af isolering og forbedring af varmeinstallationer. Arbejderne skal iværksættes inden udgangen af marts måned 1975.";"1974";"1"
"58";7;8;"7 1/10 74: Folketingets åbning. 8";"I den kommende boliglovgivning vil det blive foreslået, at man af de allerede bundne beløb kan få frigjort yderligere midler til sådanne forbedrings- og isoleringsarbejder.";"1974";"1"
"59";7;9;"7 1/10 74: Folketingets åbning. 8";"Det kommunale bygge- og anlægsstop er blevet ophævet før tiden.";"1974";"1"
"60";7;10;"7 1/10 74: Folketingets åbning. 8";"Reguleringen af det private boligbyggeri er ophævet.";"1974";"1"
"61";7;11;"7 1/10 74: Folketingets åbning. 8";"Igangsættelsesstoppet for statsarbejder udløber i dag.";"1974";"1"
"62";7;12;"7 1/10 74: Folketingets åbning. 8";"Investeringsrammerne for kommuner og amtskommuner med særlig høj ledighed er blevet lempet, og de kommunale og amtskommunale investerings- og lånerammer vil i de kommende måneder blive revideret i lyset af den stedlige beskæftigelsessituation.";"1974";"1"
"63";7;13;"7 1/10 74: Folketingets åbning. 8";"For at sikre tilstrækkelige muligheder for uddannelse og omskoling har regeringen";"1974";"1"
"64";7;14;"7 1/10 74: Folketingets åbning. 8";"søgt en ekstra bevilling til specialarbejder-skolerne.";"1974";"1"
"65";7;15;"7 1/10 74: Folketingets åbning. 8";"Det er en lille lysning i situationen, at den effektive obligationsrente er faldet ca. 2 pet. siden slutningen af juli og må ventes at falde yderligere. Kvotaen for salg af danske obligationer til udlandet er forøget som forberedelse til den fuldstændige liberalisering af obligationseksporten.";"1974";"1"
"66";7;16;"7 1/10 74: Folketingets åbning. 8";"Låneloftet blev udvidet med over 2 mia kr. i august, og hvis udviklingen godtgør, at det er ønskeligt, vil en ny udvidelse finde sted.";"1974";"1"
"67";7;17;"7 1/10 74: Folketingets åbning. 8";"For at lette finansieringen af byggeriet er det endvidere besluttet at lempe den gældende aftale om udmåling af realkreditlån ved at forhøje finansieringstillægget både for boligbyggeri og for erhvervsbyggeri.";"1974";"1"
"68";7;18;"7 1/10 74: Folketingets åbning. 8";"Adgangen til at optage finanslån i udlandet er blevet lempet bl. a. derved, at lån kan optages til finansiering af udgifter i udlandet vedrørende bygge- og anlægsarbejder, som udføres dér efter bestilling. Der er endvidere nedsat et udvalg til at overveje forbedringer i kreditordningen for eksport af bygge- og boligelementer.";"1974";"1"
"69";7;19;"7 1/10 74: Folketingets åbning. 8";"Finansieringen af langfristede eksportkreditter er blevet væsentligt forbedret. Hensigten er at bringe den danske ordning på niveau med andre vesteuropæiske landes. For det første forøges den andel af kreditbeløbet, der kan genbelånes i Nationalbanken. For det andet forlænges den periode af kredittens løbetid, for hvilken genbelå-ning kan finde sted. For det tredje nedsættes renten til 8 pet. Og endelig kan den genbelånte del af kreditten holdes uden for låneloftet.";"1974";"1"
"70";7;20;"7 1/10 74: Folketingets åbning. 8";"Spørgsmålet om kurssikring for disse eksportkreditter overvejes.";"1974";"1"
"71";7;21;"7 1/10 74: Folketingets åbning. 8";"Regeringen er positivt indstillet over for den tanke, at der ved samarbejde mellem pengeinstitutterne oprettes et særligt finansieringsinstitut for eksportkredit.";"1974";"1"
"72";9;1;"9 1/10 74: Folketingets åbning. 10";"9 1/10 74: Folketingets åbning. 10";"1974";"1"
"73";9;2;"9 1/10 74: Folketingets åbning. 10";"[Statsministeren,]";"1974";"1"
"74";9;3;"9 1/10 74: Folketingets åbning. 10";"Regeringen er i det hele taget indstillet på at sikre erhvervene de bedst mulige finansieringsvilkår inden for de rammer, der bestemmes af, at det stadig vil være nødvendigt at finansiere et underskud på betalingsbalancen ved lån og kreditter i udlandet.";"1974";"1"
"75";9;4;"9 1/10 74: Folketingets åbning. 10";"Gennem Finansieringsinstituttet for Industri og Håndværk er der stillet statslige midler til rådighed på langfristede vilkår til særlige formål. Nævnes kan eksport- og importkonkurrerende virksomhed, miljøinvesteringer og energibesparende foranstaltninger i virksomheder. Regeringen er indstillet på en udbygning af disse finansieringsmuligheder, hvis der opstår behov herfor.";"1974";"1"
"76";9;5;"9 1/10 74: Folketingets åbning. 10";"Samtidig med at der således gribes ind for at modvirke den øjeblikkelige vækst i ledigheden, må vi også på længere sigt tilpasse den økonomiske politik under hensyn til udviklingen i beskæftigelsen. En bærekraftig løsning af disse problemer beror på, at der gennemføres en strukturomlægning, hvorved en større del af arbejdsstyrken overføres til valutaindtjenende eller valutasparende produktion.";"1974";"1"
"77";9;6;"9 1/10 74: Folketingets åbning. 10";"Det var ud fra disse synspunkter, at de seks partier, der stod bag skattenedsættelserne og besparelserne i september, gav udtryk for den fællesopfattelse, at de aftalte udgiftsbegrænsninger ikke bør forhindre, at der kan tages initiativ til udgiftkrævende lovgivning, såfremt formålet hermed er at fastholde den fulde beskæftigelse og sikre et stabilt omkostningsniveau. Regeringen vil gerne ved denne lejlighed bekræfte denne indstilling i håb om, at også andre partier vil deltage i et samarbejde på dette grundlag.";"1974";"1"
"78";9;7;"9 1/10 74: Folketingets åbning. 10";"Det må for os alle være et hovedpunkt i den økonomiske politik at sikre forudsætningerne for på en holdbar måde at nå frem til en højere beskæftigelsesgrad. Ved udformningen af en politik, der kan føre";"1974";"1"
"79";9;8;"9 1/10 74: Folketingets åbning. 10";"frem imod dette mål, mener regeringen at der må lægges vægt på tre hovedsYilspunkter:";"1974";"1"
"80";9;9;"9 1/10 74: Folketingets åbning. 10";"For det første må vi gøre os klart, at vi selv må løse disse problemer. Vi kan ikke i en meget usikker international konjunktursituation bygge en politik på forhåbninger om et gunstigere bytteforhold. Vi må også regne med, at finansieringen af betalingsbalancen kan vise sig at blive vanskelig ikke mindst for et land, som igennem en årrække har optaget store lån. Men problemerne vil dog være mindre, hvis det er tydeligt for alle, at vi selv gør en indsats.";"1974";"1"
"81";9;10;"9 1/10 74: Folketingets åbning. 10";"For det andet er det åbenbart, at vejen til en løsning går over en styrkelse af eksporterhvervene og de erhverv, der på hjemmemarkedet konkurrerer med de udenlandske producenter. Det vil sige, at vi i den økonomiske politik først og fremmest må søge at mestre de kraftige inflationstenden-ser. Opgangen i omkostninger og priser må være svagere her end i udlandet. En dæmpning i inflationen vil også bidrage til at lette erhvervenes finansieringsproblemer.";"1974";"1"
"82";9;11;"9 1/10 74: Folketingets åbning. 10";"For det tredje må vi se i øjnene, at de muligheder, der foreligger for i denne situation at sætte offentligt og privat forbrug i vejret, under alle omstændigheder er meget små. Det tjener ikke noget formål, at forskellige samfundsgrupper søger at presse indkomster og forbrug i vejret. I sidste instans vil følgen af et forsøg på kunstigt at presse forbruget op uundgåeligt blive en stramning af den økonomiske politik og en større ledighed.";"1974";"1"
"83";9;12;"9 1/10 74: Folketingets åbning. 10";"Det er endvidere regeringens opfattelse, at det vil lette tilpasningsproblemerne i erhvervene, såfremt de begrænsede muligheder, der består for at øge den indenlandske efterspørgsel, især forbeholdes de erhvervsaktive gruppers forbrug og investering, mens de offentlige udgifters vækst må holdes nede.";"1974";"1"
"84";9;13;"9 1/10 74: Folketingets åbning. 10";"Den linje, regeringen har fulgt og også i";"1974";"1"
"85";11;1;"11 1/10 74: Folketingets åbning. I 12";"11 1/10 74: Folketingets åbning. I 12";"1974";"1"
"86";11;2;"11 1/10 74: Folketingets åbning. I 12";"[Statsministeren.] fremtiden vil følge i sin økonomiske politik, er bygget på disse grundsynspunkter. Der er derfor heller ikke tale om, at de lempelser, der gradvis er sket, og de yderligere lempelser, der er indeholdt i det nys afsluttede forlig, repræsenterer en afvigelse herfra.";"1974";"1"
"87";11;3;"11 1/10 74: Folketingets åbning. I 12";"Det er ikke regeringens opfattelse, at vi kan overvinde de økonomiske vanskeligheder ved blot at øge den indenlandske efterspørgsel, for i så fald vil vi kun møde problemerne igen, men i forstærket form, lidt længere fremme. Det er imidlertid lige så tydeligt, at det ikke er nogen løsning at lade den indenlandske efterspørgsel gå yderligere tilbage. Derfor har regeringen truffet den række af forholdsregler til fremme af beskæftigelsen, som jeg netop har omtalt.";"1974";"1"
"88";11;4;"11 1/10 74: Folketingets åbning. I 12";"Først og sidst må vi imidlertid kæmpe for at bryde ud af den onde cirkel, hvor priser og omkostninger til stadighed driver hinanden i vejret. Regeringen har her ment, at iværksættelse af den reform af statens skatte- og udgiftspolitik, som af mange grunde trængte sig på, også kunne bidrage væsentligt til løsningen af denne store opgave. Det har — som alle véd — ikke været let at nå frem til et forlig herom. Det ville have været lettere, hvis det havde været muligt at gå ind for en stærk svækkelse af finanspolitikken, men det tillader den økonomiske situation på ingen måde, og derfor står der også endnu for folketinget tilbage i den kommende tid at medvirke til iværksættelse af de nødvendigvis omfattende besparelser, der blev aftalt ved forliget.";"1974";"1"
"89";11;5;"11 1/10 74: Folketingets åbning. I 12";"Selv med disse besparelser er det imidlertid givet, at der er tale om en moderat i lempelse af finanspolitikken — en lempelse, som regeringen har ment at kunne gå ind for, fordi vi føler, at befolkningen hellere vil have den stigning i realindkomsterne, der er mulighed for gennem en skattelettelse,";"1974";"1"
"90";11;6;"11 1/10 74: Folketingets åbning. I 12";"end stigninger i pengeindtægten, som skatter og følgeprisstigninger ville sluge det meste af.";"1974";"1"
"91";11;7;"11 1/10 74: Folketingets åbning. I 12";"For hele samfundet er det afgørende, at vi får bremset den inflatoriske udvikling, som i de senere år har beskåret dansk produktions konkurrenceevne over for udlandet.";"1974";"1"
"92";11;8;"11 1/10 74: Folketingets åbning. I 12";"Den opgave skal løses, samtidig med at den forringelse af bytteforholdet, vi har været udsat for, har forringet den reale værdi af dansk produktion.";"1974";"1"
"93";11;9;"11 1/10 74: Folketingets åbning. I 12";"Derfor må den mulige justering af realindkomsterne ske, uden at vi får en ny uforholdsmæssig oppustning af produktionsomkostningerne.";"1974";"1"
"94";11;10;"11 1/10 74: Folketingets åbning. I 12";"Den ændring af beskatningen, som træder i kraft fra 1. januar 1975, bør kunne yde et væsentligt bidrag til en sanering og stabilisering af vor økonomi.";"1974";"1"
"95";11;11;"11 1/10 74: Folketingets åbning. I 12";"Det har længe været erkendt, at den stadig kraftige vækst i det offentlige forbrug var en væsentlig årsag til inflation og uligevægt i dansk økonomi. Med de besparelser på nær ved 7 mia kr., som er et led i skattereformen, er der sket et afgørende brud på denne udvikling. Regeringen lægger vægt på, at der ikke er tale om en engangsforan-staltning, men at arbejdet med at bremse stigningen i de offentlige udgifter bliver videreført i de kommende år.";"1974";"1"
"96";11;12;"11 1/10 74: Folketingets åbning. I 12";"Disse besparelser har banet vejen for en mærkbar lettelse af de direkte skatter til staten. Det betyder ikke givetvis, at den enkelte borger i 1975 vil komme til at betale mindre i skat end i 1974. Indkomsterne er jo stigende for mange skatteydere. Men da ændringerne er koncentreret om at lette skatterne for det store flertal af erhvervsaktive og mindske beskatningen for en indkomststigning for disse grupper, betyder det, at en gennemsnitslønmodtager kan forøge sin indtægt med 10.000 kr. fra 1974 til 1975 næsten uden at skatten stiger.";"1974";"1"
"97";11;13;"11 1/10 74: Folketingets åbning. I 12";"For de allerfleste lønmodtagere og andre";"1974";"1"
"98";13;1;"13 1j10 74: Folketingets åbning. 14";"13 1j10 74: Folketingets åbning. 14";"1974";"1"
"99";13;2;"13 1j10 74: Folketingets åbning. 14";"[Statsministeren.]";"1974";"1"
"100";13;3;"13 1j10 74: Folketingets åbning. 14";"i mellemindkomstgruppen betyder det en skattelettelse på ca. 4.000 kr. Det er tankevækkende, at det i kroner og øre er lige så meget som fem dyrtidsportioner. Det er rigtigt, at noget af denne skattelettelse modvejes af nogle af besparelsesforslagene. Det er dog kun en mindre del af besparelserne, der på denne måde viser sig i form af øgede udgifter for den enkelte. Det vejer langt tungere, at mindre skat betyder en indtægtsfremgang, der er skattefri, og som heller ikke fører til prisstigninger.";"1974";"1"
"101";13;4;"13 1j10 74: Folketingets åbning. 14";"Jeg understreger dette forhold af to grunde.";"1974";"1"
"102";13;5;"13 1j10 74: Folketingets åbning. 14";"For det første viser det, at det er muligt at skabe forbedringer i realindkomsterne, uden at det behøver at føre til en inflatorisk udvikling. Vi har i de forløbne år været alt for tilbøjelige til at se på pengelønnen i stedet for at koncentrere os direkte om det, som er det centrale: realindkomsten.";"1974";"1"
"103";13;6;"13 1j10 74: Folketingets åbning. 14";"For det andet er der hermed givet et positivt udgangspunkt for de overenskomstforhandlinger, vi nu står over for.";"1974";"1"
"104";13;7;"13 1j10 74: Folketingets åbning. 14";"Gennem den skattelovgivning, der blev gennemført i september, er der nemlig sket en sådan forbedring af lønmodtagernes disponible indkomster, at der heri skulle ligge en rimelig baggrund for, at overenskomstforhandlingerne kan afsluttes med et resultat, som sikrer en væsentligt langsommere stigning i omkostningerne end den, vi har haft i de senere år.";"1974";"1"
"105";13;8;"13 1j10 74: Folketingets åbning. 14";"Der ligger i, hvad jeg her har sagt, at den tilstræbte stabilisering af dansk økonomi kun kan nås, hvis det lykkes at dæmpe omkostningsudviklingen. Lovgivningsmagten kan ikke sikre den fulde beskæftigelse, medmindre arbejdsmarkedets parter erkender, at de har et selvstændigt ansvar og handler i overensstemmelse med dette ansvar.";"1974";"1"
"106";13;9;"13 1j10 74: Folketingets åbning. 14";"De økonomiske og beskæftigelsesmæssige problemer står i centrum netop nu. De kan";"1974";"1"
